Reference,Date,Debit,Credit,Description,Balance
REF-20240403-394900,03/04/2024,,168.51,PAYMENT SETTLEMENT TXN20240330010515,1889700.85
REF-20240312-811487,12/03/2024,,175.96,PAYMENT SETTLEMENT TXN20240309006719,1889876.81
REF-20240325-659753,25/03/2024,,42.58,PAYMENT SETTLEMENT TXN20240322045647,1889919.39
REF-20240326-519093,26/03/2024,,90.98,MERCHANT CREDIT CUST5651,1890010.37
REF-20240318-561480,18/03/2024,,123.52,CARD SETTLEMENT NET TXN20240315017792,1890133.89
REF-20240403-460134,03/04/2024,,83.30,MERCHANT CREDIT CUST7868,1890217.19
REF-20240326-536142,26/03/2024,,42.48,PAYMENT SETTLEMENT TXN20240324003445,1890259.67
REF-20240319-517108,19/03/2024,,59.25,PAYMENT SETTLEMENT TXN20240317017141,1890318.92
REF-20240312-861030,12/03/2024,,53.72,PAYMENT SETTLEMENT TXN20240311008671,1890372.64
REF-20240328-306054,28/03/2024,,45.66,PAYMENT SETTLEMENT TXN20240327002814,1890418.30
REF-20240318-584951,18/03/2024,,75.24,PAYMENT SETTLEMENT TXN20240315041925,1890493.54
REF-20240311-758081,11/03/2024,,331.04,MERCHANT CREDIT CUST6831,1890824.58
REF-20240319-428312,19/03/2024,,168.90,MERCHANT CREDIT CUST7544,1890993.48
REF-20240313-374846,13/03/2024,,325.40,PAYMENT SETTLEMENT TXN20240312037523,1891318.88
REF-20240319-804165,19/03/2024,,72.40,CARD SETTLEMENT NET TXN20240316047382,1891391.28
REF-20240307-825662,07/03/2024,17.46,,RETURNED PAYMENT ORIG REF-20240304-163593 RSN AC04 ACCOUNT CLOSED,1891373.82
REF-20240312-449506,12/03/2024,,123.27,PAYMENT SETTLEMENT TXN20240310003118,1891497.09
REF-20240328-309942,28/03/2024,,151.10,PAYMENT SETTLEMENT TXN20240327018835,1891648.19
REF-20240326-169383,26/03/2024,,16.78,CARD SETTLEMENT NET TXN20240325018169,1891664.97
REF-20240319-938141,19/03/2024,,85.71,CARD SETTLEMENT NET TXN20240318015885,1891750.68
REF-20240327-607099,27/03/2024,,354.83,PAYMENT SETTLEMENT TXN20240326038648,1892105.51
REF-20240311-130615,11/03/2024,,78.12,PAYMENT SETTLEMENT TXN20240308045557,1892183.63
REF-20240326-284430,26/03/2024,,57.15,PAYMENT SETTLEMENT TXN20240324045452,1892240.78
REF-20240319-103764,19/03/2024,,25.60,PAYMENT SETTLEMENT TXN20240316026935,1892266.38
REF-20240311-751471,11/03/2024,,539.63,CARD SETTLEMENT NET TXN20240308019126,1892806.01
REF-20240312-129001,12/03/2024,,239.12,PAYMENT SETTLEMENT TXN20240311045368,1893045.13
REF-20240326-267356,26/03/2024,,153.94,CARD SETTLEMENT NET TXN20240323046806,1893199.07
REF-20240308-951709,08/03/2024,,426.42,PAYMENT SETTLEMENT TXN20240307032379,1893625.49
REF-20240313-129670,13/03/2024,,80.11,SETTLEMENT BATCH 0313,1893705.60
REF-20240312-758105,12/03/2024,,84.04,PAYMENT SETTLEMENT TXN20240311041422,1893789.64
REF-20240305-255899,05/03/2024,,65.66,PAYMENT SETTLEMENT TXN20240302006119,1893855.30
REF-20240326-998437,26/03/2024,,17.62,SETTLEMENT BATCH 0326,1893872.92
REF-20240308-336598,08/03/2024,,14.63,PAYMENT SETTLEMENT TXN20240307013988,1893887.55
REF-20240403-405993,03/04/2024,,55.23,PAYMENT SETTLEMENT TXN20240330031077,1893942.78
REF-20240328-445611,28/03/2024,,10.12,PAYMENT SETTLEMENT TXN20240327042500,1893952.90
REF-20240319-567255,19/03/2024,,237.64,PAYMENT SETTLEMENT TXN20240317043388,1894190.54
REF-20240314-283280,14/03/2024,,94.89,PAYMENT SETTLEMENT TXN20240313034126,1894285.43
REF-20240314-998593,14/03/2024,,86.19,PAYMENT SETTLEMENT TXN20240313039181,1894371.62
REF-20240307-841110,07/03/2024,,181.89,PAYMENT SETTLEMENT TXN20240306015040,1894553.51
REF-20240304-641967,04/03/2024,,1433.46,PAYMENT SETTLEMENT TXN20240301029250,1895986.97
REF-20240305-488105,05/03/2024,,26.84,SETTLEMENT BATCH 0305,1896013.81
REF-20240306-370313,06/03/2024,,93.32,PAYMENT SETTLEMENT TXN20240305039791,1896107.13
REF-20240306-837127,06/03/2024,,428.91,PAYMENT SETTLEMENT TXN20240305045478,1896536.04
REF-20240313-458441,13/03/2024,,26.48,PAYMENT SETTLEMENT TXN20240312010624,1896562.52
REF-20240312-370825,12/03/2024,,111.57,PAYMENT SETTLEMENT TXN20240311043012,1896674.09
REF-20240305-395784,05/03/2024,,37.09,MERCHANT CREDIT CUST1072,1896711.18
REF-20240326-318990,26/03/2024,,96.65,PAYMENT SETTLEMENT TXN20240324007598,1896807.83
REF-20240327-992332,27/03/2024,,68.08,PAYMENT SETTLEMENT TXN20240326027053,1896875.91
REF-20240328-434558,28/03/2024,,192.02,PAYMENT SETTLEMENT TXN20240327008711,1897067.93
REF-20240403-625093,03/04/2024,,276.74,PAYMENT SETTLEMENT TXN20240330013410,1897344.67
REF-20240312-841009,12/03/2024,,91.60,PAYMENT SETTLEMENT TXN20240309015423,1897436.27
REF-20240305-863585,05/03/2024,,6.47,PAYMENT SETTLEMENT TXN20240304033670,1897442.74
REF-20240304-100047,04/03/2024,,391.92,PAYMENT SETTLEMENT TXN20240301016986,1897834.66
REF-20240306-577189,06/03/2024,,171.27,PAYMENT SETTLEMENT TXN20240305023203,1898005.93
REF-20240315-894269,15/03/2024,,150.96,SETTLEMENT BATCH 0315,1898156.89
REF-20240304-530758,04/03/2024,,68.65,PAYMENT SETTLEMENT TXN20240301034302,1898225.54
REF-20240313-936146,13/03/2024,,123.77,PAYMENT SETTLEMENT TXN20240312008522,1898349.31
REF-20240322-173701,22/03/2024,,160.41,SETTLEMENT BATCH 0322,1898509.72
REF-20240326-975295,26/03/2024,,67.05,CARD SETTLEMENT NET TXN20240323028791,1898576.77
REF-20240326-301576,26/03/2024,,35.19,PAYMENT SETTLEMENT TXN20240324000892,1898611.96
REF-20240322-149585,22/03/2024,,92.23,PAYMENT SETTLEMENT TXN20240321032214,1898704.19
REF-20240304-188323,04/03/2024,,332.88,PAYMENT SETTLEMENT TXN20240301034430,1899037.07
REF-20240305-674705,05/03/2024,,109.99,PAYMENT SETTLEMENT TXN20240302002450,1899147.06
REF-20240326-745598,26/03/2024,,97.33,PAYMENT SETTLEMENT TXN20240323022393,1899244.39
REF-20240305-531461,05/03/2024,,34.89,MERCHANT CREDIT CUST7878,1899279.28
REF-20240326-489416,26/03/2024,,181.88,PAYMENT SETTLEMENT TXN20240323035936,1899461.16
REF-20240319-802141,19/03/2024,,25.59,MERCHANT CREDIT CUST9387,1899486.75
REF-20240314-464085,14/03/2024,,457.59,PAYMENT SETTLEMENT TXN20240313028628,1899944.34
REF-20240312-537117,12/03/2024,,83.92,PAYMENT SETTLEMENT TXN20240310023005,1900028.26
REF-20240326-317961,26/03/2024,,66.95,SETTLEMENT BATCH 0326,1900095.21
REF-20240305-157697,05/03/2024,,73.25,CARD SETTLEMENT NET TXN20240302032676,1900168.46
REF-20240328-310574,28/03/2024,,38.22,PAYMENT SETTLEMENT TXN20240327042573,1900206.68
REF-20240313-297698,13/03/2024,,89.40,MERCHANT CREDIT CUST5786,1900296.08
REF-20240403-666678,03/04/2024,,539.24,PAYMENT SETTLEMENT TXN20240329020938,1900835.32
REF-20240315-624340,15/03/2024,,62.39,PAYMENT SETTLEMENT TXN20240314019777,1900897.71
REF-20240313-667459,13/03/2024,,94.72,PAYMENT SETTLEMENT TXN20240312041429,1900992.43
REF-20240403-509093,03/04/2024,,104.33,CARD SETTLEMENT NET TXN20240330045836,1901096.76
REF-20240305-658949,05/03/2024,,46.38,PAYMENT SETTLEMENT TXN20240302014591,1901143.14
REF-20240319-845782,19/03/2024,,184.90,PAYMENT SETTLEMENT TXN20240316033705,1901328.04
REF-20240312-129210,12/03/2024,,31.53,SETTLEMENT BATCH 0312,1901359.57
REF-20240312-811434,12/03/2024,,75.01,PAYMENT SETTLEMENT TXN20240309042518,1901434.58
REF-20240304-755044,04/03/2024,,71.63,PAYMENT SETTLEMENT TXN20240301007507,1901506.21
REF-20240305-469437,05/03/2024,,179.67,PAYMENT SETTLEMENT TXN20240302034314,1901685.88
REF-20240403-138405,03/04/2024,,94.98,PAYMENT SETTLEMENT TXN20240330017064,1901780.86
REF-20240304-117102,04/03/2024,,59.23,PAYMENT SETTLEMENT TXN20240301044830,1901840.09
REF-20240313-644883,13/03/2024,,54.30,PAYMENT SETTLEMENT TXN20240312042707,1901894.39
REF-20240321-206857,21/03/2024,,27.67,PAYMENT SETTLEMENT TXN20240320044641,1901922.06
REF-20240308-532946,08/03/2024,,114.80,MERCHANT CREDIT CUST3658,1902036.86
REF-20240318-633992,18/03/2024,,325.94,MERCHANT CREDIT CUST8511,1902362.80
REF-20240312-443382,12/03/2024,,43.35,PAYMENT SETTLEMENT TXN20240311049730,1902406.15
REF-20240322-963564,22/03/2024,,62.89,PAYMENT SETTLEMENT TXN20240321040912,1902469.04
REF-20240312-734519,12/03/2024,,88.21,PAYMENT SETTLEMENT TXN20240309014945,1902557.25
REF-20240402-272898,02/04/2024,,84.25,PAYMENT SETTLEMENT TXN20240328027924,1902641.50
REF-20240313-752636,13/03/2024,,114.27,PAYMENT SETTLEMENT TXN20240312004933,1902755.77
REF-20240403-728288,03/04/2024,,70.43,PAYMENT SETTLEMENT TXN20240329041872,1902826.20
REF-20240403-372462,03/04/2024,,111.12,PAYMENT SETTLEMENT TXN20240329019287,1902937.32
REF-20240320-411694,20/03/2024,,56.76,PAYMENT SETTLEMENT TXN20240319041740,1902994.08
REF-20240312-600935,12/03/2024,,37.29,PAYMENT SETTLEMENT TXN20240309022249,1903031.37
REF-20240325-341100,25/03/2024,,461.56,PAYMENT SETTLEMENT TXN20240322042180,1903492.93
REF-20240321-279853,21/03/2024,,122.96,MERCHANT CREDIT CUST5451,1903615.89
REF-20240403-390161,03/04/2024,,35.76,PAYMENT SETTLEMENT TXN20240330027353,1903651.65
REF-20240319-799829,19/03/2024,,138.26,PAYMENT SETTLEMENT TXN20240318001084,1903789.91
REF-20240312-387967,12/03/2024,,148.24,PAYMENT SETTLEMENT TXN20240310027121,1903938.15
REF-20240307-734014,07/03/2024,,152.86,PAYMENT SETTLEMENT TXN20240306033056,1904091.01
REF-20240322-236002,22/03/2024,,96.22,PAYMENT SETTLEMENT TXN20240321044986,1904187.23
REF-20240322-140998,22/03/2024,,23.56,SETTLEMENT BATCH 0322,1904210.79
REF-20240319-261578,19/03/2024,,43.85,PAYMENT SETTLEMENT TXN20240318017513,1904254.64
REF-20240315-766065,15/03/2024,,239.11,PAYMENT SETTLEMENT TXN20240314016845,1904493.75
REF-20240315-266681,15/03/2024,,145.48,CARD SETTLEMENT NET TXN20240314045110,1904639.23
REF-20240312-606899,12/03/2024,,73.24,PAYMENT SETTLEMENT TXN20240309021367,1904712.47
REF-20240304-625814,04/03/2024,,78.37,PAYMENT SETTLEMENT TXN20240301031966,1904790.84
REF-20240327-477843,27/03/2024,,36.52,PAYMENT SETTLEMENT TXN20240326017379,1904827.36
REF-20240318-648403,18/03/2024,862.10,,CHARGEBACK RECEIVED 38NN,1903965.26
REF-20240311-431732,11/03/2024,,92.73,PAYMENT SETTLEMENT TXN20240308006241,1904057.99
REF-20240319-871924,19/03/2024,,333.25,PAYMENT SETTLEMENT TXN20240316017267,1904391.24
REF-20240403-931348,03/04/2024,,215.56,PAYMENT SETTLEMENT TXN20240331020056,1904606.80
REF-20240305-205119,05/03/2024,,30.83,PAYMENT SETTLEMENT TXN20240302046927,1904637.63
REF-20240326-326665,26/03/2024,,164.63,CARD SETTLEMENT NET TXN20240325010989,1904802.26
REF-20240326-543069,26/03/2024,,14.62,PAYMENT SETTLEMENT TXN20240325026286,1904816.88
REF-20240326-163643,26/03/2024,,29.50,PAYMENT SETTLEMENT TXN20240325009921,1904846.38
REF-20240311-438971,11/03/2024,,20.34,PAYMENT SETTLEMENT TXN20240308005275,1904866.72
REF-20240322-754556,22/03/2024,,52.62,PAYMENT SETTLEMENT TXN20240321049489,1904919.34
REF-20240305-351778,05/03/2024,,191.02,PAYMENT SETTLEMENT TXN20240304016017,1905110.36
REF-20240312-439700,12/03/2024,,50.85,CARD SETTLEMENT NET TXN20240310004251,1905161.21
REF-20240305-355622,05/03/2024,,62.50,PAYMENT SETTLEMENT TXN20240304025983,1905223.71
REF-20240308-454906,08/03/2024,,90.90,MERCHANT CREDIT CUST1198,1905314.61
REF-20240326-752646,26/03/2024,,185.55,PAYMENT SETTLEMENT TXN20240323032658,1905500.16
REF-20240312-491531,12/03/2024,,76.33,CARD SETTLEMENT NET TXN20240309046199,1905576.49
REF-20240319-395144,19/03/2024,,34.03,PAYMENT SETTLEMENT TXN20240317031488,1905610.52
REF-20240326-381783,26/03/2024,,284.63,PAYMENT SETTLEMENT TXN20240324007920,1905895.15
REF-20240311-981503,11/03/2024,,139.81,PAYMENT SETTLEMENT TXN20240308039416,1906034.96
REF-20240312-231694,12/03/2024,,93.58,PAYMENT SETTLEMENT TXN20240310032827,1906128.54
REF-20240308-833693,08/03/2024,,31.90,PAYMENT SETTLEMENT TXN20240307042624,1906160.44
REF-20240305-666927,05/03/2024,,53.81,MERCHANT CREDIT CUST7765,1906214.25
REF-20240329-543353,29/03/2024,,559.65,MANUAL ADJUSTMENT 18JK,1906773.90
REF-20240313-990877,13/03/2024,,331.44,MANUAL ADJUSTMENT 21AY,1907105.34
REF-20240408-318288,08/04/2024,57.52,,RETURNED PAYMENT ORIG REF-20240403-952351 RSN BE01 NAME MISMATCH,1907047.82
REF-20240320-471881,20/03/2024,,99.43,MERCHANT CREDIT CUST8149,1907147.25
REF-20240328-171679,28/03/2024,,57.79,PAYMENT SETTLEMENT TXN20240327037742,1907205.04
REF-20240305-412834,05/03/2024,,148.29,MERCHANT CREDIT CUST9692,1907353.33
REF-20240313-369456,13/03/2024,,161.36,PAYMENT SETTLEMENT TXN20240312012544,1907514.69
REF-20240308-537115,08/03/2024,,237.26,CARD SETTLEMENT NET TXN20240307000123,1907751.95
REF-20240402-842359,02/04/2024,,130.62,PAYMENT SETTLEMENT TXN20240328016466,1907882.57
REF-20240313-676865,13/03/2024,,105.82,PAYMENT SETTLEMENT TXN20240312004818,1907988.39
REF-20240320-388109,20/03/2024,,53.58,PAYMENT SETTLEMENT TXN20240319036268,1908041.97
REF-20240321-239936,21/03/2024,,19.63,MERCHANT CREDIT CUST1680,1908061.60
REF-20240305-297483,05/03/2024,,213.52,PAYMENT SETTLEMENT TXN20240304036186,1908275.12
REF-20240402-177650,02/04/2024,,374.70,PAYMENT SETTLEMENT TXN20240328015394,1908649.82
REF-20240305-365155,05/03/2024,,19.71,SETTLEMENT BATCH 0305,1908669.53
REF-20240312-937789,12/03/2024,,56.95,PAYMENT SETTLEMENT TXN20240310010006,1908726.48
REF-20240306-323251,06/03/2024,,76.27,CARD SETTLEMENT NET TXN20240305026927,1908802.75
REF-20240308-254485,08/03/2024,188.63,,RETURNED PAYMENT ORIG REF-20240305-822784 RSN AC01 INCORRECT ACCOUNT NUMBER,1908614.12
REF-20240313-528246,13/03/2024,,103.11,PAYMENT SETTLEMENT TXN20240312013436,1908717.23
REF-20240403-654786,03/04/2024,,164.74,PAYMENT SETTLEMENT TXN20240331020823,1908881.97
REF-20240304-764066,04/03/2024,845.92,,MONTHLY SERVICE CHARGE 38AE,1908036.05
REF-20240311-744944,11/03/2024,,148.38,PAYMENT SETTLEMENT TXN20240308025611,1908184.43
REF-20240403-648718,03/04/2024,,111.95,CARD SETTLEMENT NET TXN20240329039533,1908296.38
REF-20240312-906954,12/03/2024,,46.80,CARD SETTLEMENT NET TXN20240310046504,1908343.18
REF-20240320-486149,20/03/2024,,76.16,PAYMENT SETTLEMENT TXN20240319002877,1908419.34
REF-20240307-734655,07/03/2024,,23.61,PAYMENT SETTLEMENT TXN20240306037905,1908442.95
REF-20240326-495206,26/03/2024,,61.22,PAYMENT SETTLEMENT TXN20240325002270,1908504.17
REF-20240326-443333,26/03/2024,,22.39,CARD SETTLEMENT NET TXN20240323043334,1908526.56
REF-20240320-350789,20/03/2024,,458.60,PAYMENT SETTLEMENT TXN20240319015136,1908985.16
REF-20240304-837727,04/03/2024,,12.34,CARD SETTLEMENT NET TXN20240301006545,1908997.50
REF-20240402-201361,02/04/2024,,17.44,CARD SETTLEMENT NET TXN20240328013183,1909014.94
REF-20240320-402585,20/03/2024,,333.30,PAYMENT SETTLEMENT TXN20240319015311,1909348.24
REF-20240312-536999,12/03/2024,,167.46,PAYMENT SETTLEMENT TXN20240310015911,1909515.70
REF-20240320-274311,20/03/2024,,26.52,PAYMENT SETTLEMENT TXN20240319025862,1909542.22
REF-20240322-348824,22/03/2024,,43.77,PAYMENT SETTLEMENT TXN20240321009224,1909585.99
REF-20240318-278700,18/03/2024,,130.60,PAYMENT SETTLEMENT TXN20240315029390,1909716.59
REF-20240326-359201,26/03/2024,,20.78,PAYMENT SETTLEMENT TXN20240325048387,1909737.37
REF-20240314-749179,14/03/2024,,31.28,PAYMENT SETTLEMENT TXN20240313045795,1909768.65
REF-20240312-694434,12/03/2024,,30.70,CARD SETTLEMENT NET TXN20240310014575,1909799.35
REF-20240314-737509,14/03/2024,,30.92,PAYMENT SETTLEMENT TXN20240313005850,1909830.27
REF-20240318-880034,18/03/2024,,67.34,PAYMENT SETTLEMENT TXN20240315007406,1909897.61
REF-20240327-492126,27/03/2024,,7.09,CARD SETTLEMENT NET TXN20240326035484,1909904.70
REF-20240328-151739,28/03/2024,,100.11,CARD SETTLEMENT NET TXN20240327003879,1910004.81
REF-20240310-978858,10/03/2024,,255.10,MANUAL ADJUSTMENT 52LE,1910259.91
REF-20240319-358373,19/03/2024,,28.61,PAYMENT SETTLEMENT TXN20240318011840,1910288.52
REF-20240326-315257,26/03/2024,,73.03,CARD SETTLEMENT NET TXN20240325046123,1910361.55
REF-20240311-852805,11/03/2024,,72.04,PAYMENT SETTLEMENT TXN20240308034804,1910433.59
REF-20240322-524114,22/03/2024,,16.88,CARD SETTLEMENT NET TXN20240321010804,1910450.47
REF-20240326-945615,26/03/2024,,136.87,SETTLEMENT BATCH 0326,1910587.34
REF-20240318-316553,18/03/2024,,676.07,PAYMENT SETTLEMENT TXN20240315034223,1911263.41
REF-20240326-978468,26/03/2024,,49.60,PAYMENT SETTLEMENT TXN20240323002158,1911313.01
REF-20240311-956702,11/03/2024,,67.55,PAYMENT SETTLEMENT TXN20240308022841,1911380.56
REF-20240319-298720,19/03/2024,,153.38,PAYMENT SETTLEMENT TXN20240317040991,1911533.94
REF-20240327-856168,27/03/2024,,526.28,PAYMENT SETTLEMENT TXN20240326043130,1912060.22
REF-20240315-427675,15/03/2024,,31.35,PAYMENT SETTLEMENT TXN20240314012299,1912091.57
REF-20240308-774184,08/03/2024,,79.79,PAYMENT SETTLEMENT TXN20240307022571,1912171.36
REF-20240304-288710,04/03/2024,,20.28,PAYMENT SETTLEMENT TXN20240301033039,1912191.64
REF-20240315-782629,15/03/2024,,25.23,PAYMENT SETTLEMENT TXN20240314027212,1912216.87
REF-20240322-628370,22/03/2024,,281.34,PAYMENT SETTLEMENT TXN20240321049647,1912498.21
REF-20240306-372511,06/03/2024,256.30,,REFUND PROCESSED 19JX,1912241.91
REF-20240328-723239,28/03/2024,,105.65,PAYMENT SETTLEMENT TXN20240327004120,1912347.56
REF-20240325-469900,25/03/2024,,100.17,CARD SETTLEMENT NET TXN20240322033254,1912447.73
REF-20240327-293610,27/03/2024,,81.37,CARD SETTLEMENT NET TXN20240326031358,1912529.10
REF-20240318-703556,18/03/2024,,23.03,PAYMENT SETTLEMENT TXN20240315031745,1912552.13
REF-20240314-282490,14/03/2024,,117.42,PAYMENT SETTLEMENT TXN20240313013222,1912669.55
REF-20240327-302543,27/03/2024,,146.02,PAYMENT SETTLEMENT TXN20240326036342,1912815.57
REF-20240327-726546,27/03/2024,,131.22,PAYMENT SETTLEMENT TXN20240326000431,1912946.79
REF-20240313-771081,13/03/2024,,290.98,PAYMENT SETTLEMENT TXN20240312005150,1913237.77
REF-20240312-651468,12/03/2024,,27.79,MERCHANT CREDIT CUST2258,1913265.56
REF-20240325-747706,25/03/2024,,51.65,SETTLEMENT BATCH 0325,1913317.21
REF-20240403-988085,03/04/2024,,229.39,PAYMENT SETTLEMENT TXN20240329028670,1913546.60
REF-20240304-524543,04/03/2024,,56.88,PAYMENT SETTLEMENT TXN20240301032770,1913603.48
REF-20240319-828425,19/03/2024,,67.65,MERCHANT CREDIT CUST9692,1913671.13
REF-20240320-123072,20/03/2024,,28.47,PAYMENT SETTLEMENT TXN20240319028570,1913699.60
REF-20240314-873475,14/03/2024,376.87,,MONTHLY SERVICE CHARGE 50GW,1913322.73
REF-20240312-882080,12/03/2024,,293.82,PAYMENT SETTLEMENT TXN20240311008551,1913616.55
REF-20240305-686624,05/03/2024,,221.35,PAYMENT SETTLEMENT TXN20240304026778,1913837.90
REF-20240305-935939,05/03/2024,,29.84,PAYMENT SETTLEMENT TXN20240302047793,1913867.74
REF-20240328-943193,28/03/2024,,39.79,MERCHANT CREDIT CUST9167,1913907.53
REF-20240319-426857,19/03/2024,,58.87,PAYMENT SETTLEMENT TXN20240316039160,1913966.40
REF-20240320-941442,20/03/2024,,89.27,MERCHANT CREDIT CUST4712,1914055.67
REF-20240306-372175,06/03/2024,,152.59,PAYMENT SETTLEMENT TXN20240305006505,1914208.26
REF-20240308-275361,08/03/2024,,74.80,PAYMENT SETTLEMENT TXN20240307032959,1914283.06
REF-20240311-581772,11/03/2024,,117.32,CARD SETTLEMENT NET TXN20240308015927,1914400.38
REF-20240325-859607,25/03/2024,,263.42,PAYMENT SETTLEMENT TXN20240322034092,1914663.80
REF-20240320-903486,20/03/2024,,13.03,PAYMENT SETTLEMENT TXN20240319039854,1914676.83
REF-20240311-282707,11/03/2024,,11.72,PAYMENT SETTLEMENT TXN20240308034523,1914688.55
REF-20240321-287799,21/03/2024,,17.67,PAYMENT SETTLEMENT TXN20240320012132,1914706.22
REF-20240313-328710,13/03/2024,,21.99,PAYMENT SETTLEMENT TXN20240312002190,1914728.21
REF-20240403-601523,03/04/2024,,437.51,CARD SETTLEMENT NET TXN20240330033838,1915165.72
REF-20240305-407568,05/03/2024,,48.24,PAYMENT SETTLEMENT TXN20240304024177,1915213.96
REF-20240308-746790,08/03/2024,,72.74,PAYMENT SETTLEMENT TXN20240307039621,1915286.70
REF-20240326-714550,26/03/2024,,204.63,PAYMENT SETTLEMENT TXN20240325015476,1915491.33
REF-20240319-255946,19/03/2024,,29.84,CARD SETTLEMENT NET TXN20240318020287,1915521.17
REF-20240312-868404,12/03/2024,,741.51,PAYMENT SETTLEMENT TXN20240309043524,1916262.68
REF-20240321-796592,21/03/2024,,53.92,PAYMENT SETTLEMENT TXN20240320037007,1916316.60
REF-20240318-961735,18/03/2024,,106.18,MERCHANT CREDIT CUST7341,1916422.78
REF-20240305-195758,05/03/2024,,89.11,CARD SETTLEMENT NET TXN20240302045065,1916511.89
REF-20240305-623123,05/03/2024,,25.40,PAYMENT SETTLEMENT TXN20240303007439,1916537.29
REF-20240312-404348,12/03/2024,,143.83,PAYMENT SETTLEMENT TXN20240311025405,1916681.12
REF-20240315-294993,15/03/2024,,70.64,PAYMENT SETTLEMENT TXN20240314024707,1916751.76
REF-20240326-215266,26/03/2024,,94.82,PAYMENT SETTLEMENT TXN20240323007585,1916846.58
REF-20240325-739167,25/03/2024,,60.38,PAYMENT SETTLEMENT TXN20240322022378,1916906.96
REF-20240315-743425,15/03/2024,,48.32,PAYMENT SETTLEMENT TXN20240314007346,1916955.28
REF-20240326-126050,26/03/2024,,164.39,PAYMENT SETTLEMENT TXN20240325042350,1917119.67
REF-20240320-806237,20/03/2024,,28.52,MERCHANT CREDIT CUST2570,1917148.19
REF-20240319-728712,19/03/2024,,89.49,CARD SETTLEMENT NET TXN20240318010533,1917237.68
REF-20240320-583072,20/03/2024,,222.87,PAYMENT SETTLEMENT TXN20240319017620,1917460.55
REF-20240311-351884,11/03/2024,,125.56,PAYMENT SETTLEMENT TXN20240308037991,1917586.11
REF-20240325-705862,25/03/2024,,31.76,MERCHANT CREDIT CUST7186,1917617.87
REF-20240326-879108,26/03/2024,,55.26,PAYMENT SETTLEMENT TXN20240324021907,1917673.13
REF-20240304-344346,04/03/2024,,60.86,PAYMENT SETTLEMENT TXN20240301033553,1917733.99
REF-20240327-546914,27/03/2024,,295.20,PAYMENT SETTLEMENT TXN20240326018130,1918029.19
REF-20240312-432534,12/03/2024,,72.24,PAYMENT SETTLEMENT TXN20240310048855,1918101.43
REF-20240311-378845,11/03/2024,,25.43,PAYMENT SETTLEMENT TXN20240308041391,1918126.86
REF-20240319-771952,19/03/2024,,74.37,CARD SETTLEMENT NET TXN20240318018760,1918201.23
REF-20240325-531923,25/03/2024,,150.53,CARD SETTLEMENT NET TXN20240322049408,1918351.76
REF-20240319-743447,19/03/2024,,51.16,PAYMENT SETTLEMENT TXN20240317012099,1918402.92
REF-20240325-431532,25/03/2024,,101.50,PAYMENT SETTLEMENT TXN20240322014827,1918504.42
